prod_link,title,description,initialprice,offerprice,rating,reviews,image1,image1,image2,image3,image4
"https://www.flipkart.com/maxirich-multivitamins-minerals-softgel-capsules/p/itmf8gp54g9rzfcf?pid=VSLF8GQBGAPZNZZM&lid=LSTVSLF8GQBGAPZNZZMMUWICR&marketplace=FLIPKART&srno=s_7_248&otracker=search&fm=organic&iid=9c943179-5717-4256-8009-f05f998af164.VSLF8GQBGAPZNZZM.SEARCH&ssid=1tr78o4o5c0000001591352456138&qH=92241909a36d3a50
","['Maxirich Multivitamins and Minerals Softgel capsules', '\xa0\xa0(60 No)']","['Multi Vitamin Supplements', 'Softgel Form', 'Suitable For: Non-vegetarian', 'Pack of 1']","?,660",?175,4.3,796 Ratings ,background-image:url,https://rukminim1.flixcart.com/image/jmmce4w0/vitamin-supplement/z/z/m/60-multivitamin-and-minerals-softgels-maxirich-original-imaf8jfe6hx55dqs.jpeg,https://rukminim1.flixcart.com/image/jmmce4w0/vitamin-supplement/x/g/a/30-multivitamin-and-minerals-softgels-maxirich-original-imaf9hf7mczkkph8.jpeg,https://rukminim1.flixcart.com/image/jmmce4w0/vitamin-supplement/z/z/m/60-multivitamin-and-minerals-softgels-maxirich-original-imaf8nhvyuyu8a5n.jpeg,https://rukminim1.flixcart.com/image/jmmce4w0/vitamin-supplement/x/g/a/30-multivitamin-and-minerals-softgels-maxirich-original-imaf9hbkhsz25tfv.jpeg
"https://www.flipkart.com/muscleblaze-100-ultra-premium-whey-protein/p/itmejxfnuvvyd8kp?pid=PSLEJXFNTBAKTNKN&lid=LSTPSLEJXFNTBAKTNKNHMP81F&marketplace=FLIPKART&srno=s_8_286&otracker=search&fm=organic&iid=1ca8fc1b-cbed-46d5-9379-e151eb65524e.PSLEJXFNTBAKTNKN.SEARCH&ssid=5z3wobsok00000001591351888276&qH=0595a7566805535e
","['MuscleBlaze 100% Ultra Premium Whey Protein', '\xa0\xa0(1 kg, Rich Milk Chocolate)']","['Form: Powder | Shelf Life: 18 Months', 'Vegetarian', 'Usage Post-workout', 'Protein Type: Whey Protein']","?,2,849","?1,999",4.2,"8,501 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k1dw70w0/protein-supplement/n/k/n/100-ultra-premium-nut1367-34-muscleblaze-original-imafkzfcbqbjrhc3.jpeg,https://rukminim1.flixcart.com/image/k1dw70w0/protein-supplement/n/k/n/100-ultra-premium-nut1367-34-muscleblaze-original-imafkzfcbqbjrhc3.jpeg,https://rukminim1.flixcart.com/image/k1dw70w0/protein-supplement/n/k/n/100-ultra-premium-nut1367-34-muscleblaze-original-imafkzfc4pbvgat3.jpeg,https://rukminim1.flixcart.com/image/k1dw70w0/protein-supplement/n/k/n/100-ultra-premium-nut1367-34-muscleblaze-original-imafkzfc6zv5pzf8.jpeg
"https://www.flipkart.com/muscleblaze-100-whey-protein/p/itm0d0ab01ba22da?pid=PSLFGGYYVGS9NQF4&lid=LSTPSLFGGYYVGS9NQF4MZAPAU&marketplace=FLIPKART&srno=s_2_47&otracker=search&fm=organic&iid=dfbb971f-f5e9-4755-9177-012a6cca9449.PSLFGGYYVGS9NQF4.SEARCH&ssid=u95rir3i400000001591352188161&qH=8b7c9cfd991f599c
","['MuscleBlaze 100% Whey Protein', '\xa0\xa0(500 g, Rich Milk Chocolate)']","['Form: Powder', 'Vegetarian', 'Usage Post-workout', 'Protein Type: Whey Protein']","?,1,699","?1,099",4.2,"8,501 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jy7kyvk0/protein-supplement/q/f/4/100-nut1367-49-muscleblaze-original-imafhcpmpxvtgyaf.jpeg,https://rukminim1.flixcart.com/image/jy7kyvk0/protein-supplement/q/f/4/100-nut1367-49-muscleblaze-original-imafhcpmghchuygx.jpeg,https://rukminim1.flixcart.com/image/jy7kyvk0/protein-supplement/q/f/4/100-nut1367-49-muscleblaze-original-imafhcpm9jp4yvt2.jpeg,https://rukminim1.flixcart.com/image/jy7kyvk0/protein-supplement/q/f/4/100-nut1367-49-muscleblaze-original-imaf7g7gd4gw7dnn.jpeg
"https://www.flipkart.com/muscleblaze-10g-protein-bar-bars/p/itmef2dfe0d59f0a?pid=PSLFNA6ZJUZSM9G2&lid=LSTPSLFNA6ZJUZSM9G2DWGJXT&marketplace=FLIPKART&srno=s_18_713&otracker=search&fm=organic&iid=01fe7425-b6fc-4c48-9032-dade5f52c2e9.PSLFNA6ZJUZSM9G2.SEARCH&ssid=sg83wh1elc0000001591352191823&qH=8b7c9cfd991f599c
","['MuscleBlaze 10g Protein Bar Protein Bars', '\xa0\xa0(6 No, Choco Delight)']","['Form: Bar', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: Protein Bars']","?,360",?270,4.1,"2,010 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k4ehnrk0/protein-supplement/9/g/2/10g-protein-bar-nut5653-08-muscleblaze-original-imafnbyhypqtght7.jpeg,https://rukminim1.flixcart.com/image/k4ehnrk0/protein-supplement/9/g/2/10g-protein-bar-nut5653-08-muscleblaze-original-imafnbyhpej5qfsq.jpeg,https://rukminim1.flixcart.com/image/k4ehnrk0/protein-supplement/9/g/2/10g-protein-bar-nut5653-08-muscleblaze-original-imafnbyhdq6a64mn.jpeg,https://rukminim1.flixcart.com/image/k4ehnrk0/protein-supplement/9/g/2/10g-protein-bar-nut5653-08-muscleblaze-original-imafnbyhcjz9nthz.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-6000/p/itmf6hyj9spggngj?pid=PSLF6KYYDDZZHFQ4&lid=LSTPSLF6KYYDDZZHFQ4PDKFJQ&marketplace=FLIPKART&srno=s_15_578&otracker=search&fm=organic&iid=59d7dd31-da0d-4c57-9f63-7ae4f5f11066.PSLF6KYYDDZZHFQ4.SEARCH&ssid=skrkmfelmo0000001591352189204&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA 6000 BCAA', '\xa0\xa0(200 g, Watermelon)']","['Form: Powder', 'Vegetarian', 'Usage Pre-workout', 'Protein Type: BCAA']","?,1,349",?944,4.2,"3,925 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jw9ke4w0/protein-supplement/f/q/4/bcaa-6000-nut4159-05-muscleblaze-original-imafgzqcgvqam9qy.jpeg,https://rukminim1.flixcart.com/image/jw9ke4w0/protein-supplement/f/q/4/bcaa-6000-nut4159-05-muscleblaze-original-imafgzqcphdzrmh4.jpeg,,
"https://www.flipkart.com/muscleblaze-bcaa-6000-tangy-lemon/p/itmfgxd9qzeydm8g?pid=PSLFGX77Q4U7YXBF&lid=LSTPSLFGX77Q4U7YXBF726LQB&marketplace=FLIPKART&srno=s_10_393&otracker=search&fm=organic&iid=b38305ca-17ad-4c43-9d66-6ff3cc275f08.PSLFGX77Q4U7YXBF.SEARCH&ssid=48c290zhao0000001591351888256&qH=0595a7566805535e
","['MuscleBlaze BCAA 6000 (Tangy Lemon) BCAA', '\xa0\xa0(400 g, Tangy Lemon)']","['Form: Powder', 'Vegetarian', 'Usage Intra-workout', 'Protein Type: BCAA']","?,2,299","?1,528",4.2,"3,925 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k6qsn0w0/protein-supplement/x/b/f/bcaa-6000-tangy-lemon-nut4159-07-muscleblaze-original-imafp4t27pf4xrgm.jpeg,https://rukminim1.flixcart.com/image/k6qsn0w0/protein-supplement/x/b/f/bcaa-6000-tangy-lemon-nut4159-07-muscleblaze-original-imafp4t2rycyuhaf.jpeg,https://rukminim1.flixcart.com/image/k6qsn0w0/protein-supplement/x/b/f/bcaa-6000-tangy-lemon-nut4159-07-muscleblaze-original-imafp4t2uu6chafk.jpeg,https://rukminim1.flixcart.com/image/k6qsn0w0/protein-supplement/x/b/f/bcaa-6000-tangy-lemon-nut4159-07-muscleblaze-original-imafp4t2psbqcwth.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-gold/p/itm5445f6278c2d4?pid=PSLFJKS62SZYJKB6&lid=LSTPSLFJKS62SZYJKB66HVH31&marketplace=FLIPKART&srno=s_14_555&otracker=search&fm=organic&iid=b10f5cfb-4617-4f44-828f-feb0e5283719.PSLFJKS62SZYJKB6.SEARCH&ssid=x6bdwtg5ds0000001591352189075&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA Gold BCAA', '\xa0\xa0(450 g, Watermelon)']","['Form: Powder', 'Vegetarian', 'Usage Intra-workout', 'Protein Type: BCAA']","?,2,499","?1,749",4.3,688 Ratings ,background-image:url,https://rukminim1.flixcart.com/image/jzlldow0/protein-supplement/k/b/6/bcaa-gold-nut5941-03-muscleblaze-original-imafjkrwhdstjydf.jpeg,https://rukminim1.flixcart.com/image/jzlldow0/protein-supplement/k/b/6/bcaa-gold-nut5941-03-muscleblaze-original-imafjkry9kkyrpz4.jpeg,https://rukminim1.flixcart.com/image/k7c88sw0/protein-supplement/k/b/6/bcaa-gold-nut5941-03-muscleblaze-original-imafpkyvfusb2fkt.jpeg,https://rukminim1.flixcart.com/image/k7c88sw0/protein-supplement/k/b/6/bcaa-gold-nut5941-03-muscleblaze-original-imafpkyvf6gnhhhh.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-gold-8-1-1-raspberry-lemonade/p/itmfemhzbzrwaanh?pid=PSLFEJWZ2DCY2KXJ&lid=LSTPSLFEJWZ2DCY2KXJ1T07RV&marketplace=FLIPKART&srno=s_15_595&otracker=search&fm=organic&iid=59d7dd31-da0d-4c57-9f63-7ae4f5f11066.PSLFEJWZ2DCY2KXJ.SEARCH&ssid=skrkmfelmo0000001591352189204&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA Gold 8:1:1 (Raspberry Lemonade) BCAA', '\xa0\xa0(450 g, Raspberry Lemonade)']","['Form: Powder', 'Vegetarian', 'Usage Intra-workout', 'Protein Type: BCAA']","?,2,499","?1,749",4.3,688 Ratings ,background-image:url,https://rukminim1.flixcart.com/image/k0bbb0w0/protein-supplement/k/x/j/bcaa-gold-8-1-1-raspberry-lemonade-nut5941-02-muscleblaze-original-imafk4yhkvxegfk2.jpeg,https://rukminim1.flixcart.com/image/k79dd3k0/protein-supplement/k/x/j/bcaa-gold-8-1-1-raspberry-lemonade-nut5941-02-muscleblaze-original-imafpjg4xek4etwn.jpeg,https://rukminim1.flixcart.com/image/k79dd3k0/protein-supplement/k/x/j/bcaa-gold-8-1-1-raspberry-lemonade-nut5941-02-muscleblaze-original-imafpjg46g39zh86.jpeg,https://rukminim1.flixcart.com/image/k79dd3k0/protein-supplement/k/x/j/bcaa-gold-8-1-1-raspberry-lemonade-nut5941-02-muscleblaze-original-imafpjg4xsnwbshd.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-pro-two-flavour-pack/p/itm5cc91158652db?pid=PSLFHYDBD2VGTHTA&lid=LSTPSLFHYDBD2VGTHTAWSSF0Z&marketplace=FLIPKART&srno=s_18_704&otracker=search&fm=organic&iid=en_BQTBn1aWbqw%2F6SWk8oemAt%2BIqMa%2Bj%2Flanrkyj9czn9Ol532bMggIf0eLxz4yb6KALNvdJB4VAM7oiqzoQ5Pw8Q%3D%3D&ssid=sg83wh1elc0000001591352191823&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA Pro - (Two Flavour Pack) BCAA', '\xa0\xa0(250 g, Watermelon, Fruit Splash)']","['Form: Powder', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: BCAA']","?,1,149",?799,4.2,"5,417 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k2w6xe80/protein-supplement/h/t/a/bcaa-pro-two-flavour-pack-nut5135-10-muscleblaze-original-imafm5a8fsfgtyf2.jpeg,https://rukminim1.flixcart.com/image/k2w6xe80/protein-supplement/h/t/a/bcaa-pro-two-flavour-pack-nut5135-10-muscleblaze-original-imafm5a8suc95csm.jpeg,https://rukminim1.flixcart.com/image/k2w6xe80/protein-supplement/h/t/a/bcaa-pro-two-flavour-pack-nut5135-10-muscleblaze-original-imafm5a8y5ryzqeg.jpeg,https://rukminim1.flixcart.com/image/k2w6xe80/protein-supplement/h/t/a/bcaa-pro-two-flavour-pack-nut5135-10-muscleblaze-original-imafm5a8xszmkbpj.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-pro/p/itmb88c5a5b98f4f?pid=PSLFJRPDTQMQKQ8S&lid=LSTPSLFJRPDTQMQKQ8SQQVYDL&marketplace=FLIPKART&srno=s_20_795&otracker=search&fm=organic&iid=bbbbb584-bfca-4be4-9bb9-a8cb4af6f23f.PSLFJRPDTQMQKQ8S.SEARCH&ssid=k1lbjlj3ls0000001591352189931&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA Pro BCAA', '\xa0\xa0(420 g, Mango Explosion)']","['Form: Powder', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: BCAA']","?,1,999","?1,399",4.2,"5,417 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/q/8/s/bcaa-pro-nut5135-06-muscleblaze-original-imafpdp2uaew7hcd.jpeg,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/q/8/s/bcaa-pro-nut5135-06-muscleblaze-original-imafpdp2yjg7bc2b.jpeg,https://rukminim1.flixcart.com/image/k73nlow0/protein-supplement/z/k/9/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-02-original-imafpf2gzfjqfb6t.jpeg,https://rukminim1.flixcart.com/image/k73nlow0/protein-supplement/h/3/z/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-01-original-imafpf2g3fnh5cwj.jpeg
"https://www.flipkart.com/muscleblaze-bcaa-pro-intra-workout-formula-muscle-recovery/p/itmf3kcsp5yxjm4c?pid=PSLEUFPTJGFSSZK9&lid=LSTPSLEUFPTJGFSSZK9BXQTCU&marketplace=FLIPKART&srno=s_20_763&otracker=search&fm=organic&iid=bbbbb584-bfca-4be4-9bb9-a8cb4af6f23f.PSLEUFPTJGFSSZK9.SEARCH&ssid=k1lbjlj3ls0000001591352189931&qH=8b7c9cfd991f599c
","['MuscleBlaze BCAA PRO, Intra-Workout Formula for Muscle Recovery BCAA', '\xa0\xa0(450 g, Pineapple)']","['Form: Powder | Shelf Life: 18', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: BCAA']","?,1,999","?1,399",4.2,"5,417 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/z/k/9/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-02-original-imafpdp2dhkn3ggx.jpeg,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/z/k/9/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-02-original-imafpdp2dhkn3ggx.jpeg,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/z/k/9/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-02-original-imafpdp2svq7ua5a.jpeg,https://rukminim1.flixcart.com/image/k7285u80/protein-supplement/z/k/9/bcaa-pro-intra-workout-formula-for-muscle-recovery-nut5135-02-original-imafpdp24ccf2jfz.jpeg
"https://www.flipkart.com/muscleblaze-beginner-s-whey-protein/p/itmf3kct5tythx6d?pid=PSLFFN96CS4HATDY&lid=LSTPSLFFN96CS4HATDYMQXLMR&marketplace=FLIPKART&srno=s_9_332&otracker=search&fm=organic&iid=5dd9564a-55f1-4af6-b5ea-dbed4586e7c3.PSLFFN96CS4HATDY.SEARCH&ssid=v1epbfxnuo0000001591351888470&qH=0595a7566805535e
","[""MuscleBlaze Beginner's Whey Protein"", '\xa0\xa0(400 g, Chocolate)']","['Form: Powder', 'Vegetarian', 'Usage Pre-workout, Post-workout', 'Protein Type: Whey Protein', 'Dietary Preference: Sugar Free']","?,749",?429,4.1,"19,886 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jwqpocw0/protein-supplement/t/d/y/beginner-s-nut5609-01-muscleblaze-original-imafhcpmbwkm6wju.jpeg,https://rukminim1.flixcart.com/image/jwqpocw0/protein-supplement/t/d/y/beginner-s-nut5609-01-muscleblaze-original-imafhcpmbwkm6wju.jpeg,https://rukminim1.flixcart.com/image/jwqpocw0/protein-supplement/t/d/y/beginner-s-nut5609-01-muscleblaze-original-imafhcpmggvujy3d.jpeg,https://rukminim1.flixcart.com/image/jwqpocw0/protein-supplement/t/d/y/beginner-s-nut5609-01-muscleblaze-original-imafhcpmrgctvh4q.jpeg
"https://www.flipkart.com/muscleblaze-beginner-s-with-shaker-whey-protein/p/itmf9fa25sgz9vxz?pid=PSLF9F6BATAHUPPU&lid=LSTPSLF9F6BATAHUPPUNNSK3W&marketplace=FLIPKART&srno=s_1_32&otracker=search&fm=organic&iid=15627e11-7338-4e82-a993-89ce27da5f73.PSLF9F6BATAHUPPU.SEARCH&ssid=kkionhm92o0000001591352186704&qH=8b7c9cfd991f599c
","[""MuscleBlaze Beginner's (with Shaker) Whey Protein"", '\xa0\xa0(1 kg, Chocolate)']","['Form: Powder', 'Vegetarian', 'Usage Pre-workout & Post-workout', 'Protein Type: Whey Protein', 'Dietary Preference: Sugar Free']","?,1,699","?1,099",4.2,"2,511 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k0zlsi80/protein-supplement/p/p/u/beginner-s-with-shaker-nut5903-01-muscleblaze-original-imafknhtkfjgjhcf.jpeg,https://rukminim1.flixcart.com/image/jmjhifk0/protein-supplement/p/p/u/nut5903-01-muscleblaze-original-imaf97kw35jhcgmq.jpeg,https://rukminim1.flixcart.com/image/jmjhifk0/protein-supplement/p/p/u/nut5903-01-muscleblaze-original-imaf97kw5gzwk487.jpeg,https://rukminim1.flixcart.com/image/jmjhifk0/protein-supplement/p/p/u/nut5903-01-muscleblaze-original-imaf97kwyqv3edms.jpeg
"https://www.flipkart.com/muscleblaze-creapro-creatine-creapure/p/itmfhgk3ds5mxmzu?pid=PSLFHG3RZHVREUHM&lid=LSTPSLFHG3RZHVREUHMKDQ0ZN&marketplace=FLIPKART&srno=s_1_28&otracker=search&fm=organic&iid=15627e11-7338-4e82-a993-89ce27da5f73.PSLFHG3RZHVREUHM.SEARCH&ssid=kkionhm92o0000001591352186704&qH=8b7c9cfd991f599c
","['MuscleBlaze CreaPRO Creatine with Creapure Creatine', '\xa0\xa0(250 g, Tangy Orange)']","['Form: Powder', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: Creatine']","?,799",?559,4.2,"4,472 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jwuzzww0/protein-supplement/u/h/m/creapro-creatine-with-creapure-nut4605-03-muscleblaze-original-imafhg3eyeymgrgn.jpeg,https://rukminim1.flixcart.com/image/jwuzzww0/protein-supplement/u/h/m/creapro-creatine-with-creapure-nut4605-03-muscleblaze-original-imafhg3fzzqberc4.jpeg,https://rukminim1.flixcart.com/image/jwuzzww0/protein-supplement/u/h/m/creapro-creatine-with-creapure-nut4605-03-muscleblaze-original-imafhg3ehbkc7ph9.jpeg,https://rukminim1.flixcart.com/image/jwuzzww0/protein-supplement/u/h/m/creapro-creatine-with-creapure-nut4605-03-muscleblaze-original-imafhg3fbzdunxzh.jpeg
"https://www.flipkart.com/muscleblaze-creapro-creatine/p/itmemxjquny6tfny?pid=PSLEMXJQUVAPHYDX&lid=LSTPSLEMXJQUVAPHYDXLBLRAH&marketplace=FLIPKART&srno=s_19_727&otracker=search&fm=organic&iid=77408e12-c676-4390-87c5-a6c4ba566292.PSLEMXJQUVAPHYDX.SEARCH&ssid=fgi1vngac00000001591351889877&qH=0595a7566805535e
","['MuscleBlaze CreaPRO Creatine', '\xa0\xa0(250 g, Unflavored)']","['Form: Powder | Shelf Life: 18 Months', 'Vegetarian', 'Usage Post-workout', 'Protein Type: Creatine']","?,749",?524,4.2,"4,472 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jx502vk0/protein-supplement/y/d/x/creapro-nut4605-02-muscleblaze-original-imafhzfyxqq9yhn6.jpeg,https://rukminim1.flixcart.com/image/jx502vk0/protein-supplement/y/d/x/creapro-nut4605-02-muscleblaze-original-imafhzfyxqq9yhn6.jpeg,https://rukminim1.flixcart.com/image/jx502vk0/protein-supplement/y/d/x/creapro-nut4605-02-muscleblaze-original-imafhzfyuzd5evg2.jpeg,https://rukminim1.flixcart.com/image/jx502vk0/protein-supplement/y/d/x/creapro-nut4605-02-muscleblaze-original-imafhzfyhscq9wsr.jpeg
"https://www.flipkart.com/muscleblaze-creatine-monohydrate/p/itmeffgxgz9ysfzu?pid=PSLEFFGXKSA9QXRN&lid=LSTPSLEFFGXKSA9QXRN6NHKJJ&marketplace=FLIPKART&srno=s_6_218&otracker=search&fm=organic&iid=77582f14-2652-46f7-a6fd-eb9f2a37b225.PSLEFFGXKSA9QXRN.SEARCH&ssid=4mjbvg0hc00000001591352188918&qH=8b7c9cfd991f599c
","['MuscleBlaze Creatine Monohydrate Creatine', '\xa0\xa0(100 g, Unflavored)']","['Form: Powder | Shelf Life: 18 Months', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: Creatine']","?,249",?174,4.1,"32,313 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jxkpx8w0/protein-supplement/x/r/n/creatine-monohydrate-nut1369-03-muscleblaze-original-imafgye5w752wj4w.jpeg,https://rukminim1.flixcart.com/image/jxkpx8w0/protein-supplement/x/r/n/creatine-monohydrate-nut1369-03-muscleblaze-original-imafgye5w752wj4w.jpeg,https://rukminim1.flixcart.com/image/jxkpx8w0/protein-supplement/x/r/n/creatine-monohydrate-nut1369-03-muscleblaze-original-imafgye54shgt5b7.jpeg,https://rukminim1.flixcart.com/image/jxkpx8w0/protein-supplement/x/r/n/creatine-monohydrate-nut1369-03-muscleblaze-original-imafgye5as6hnp5y.jpeg
"https://www.flipkart.com/muscleblaze-creatine-monohydrate-400-gm-unflavoured/p/itm038c8b16e19ee?pid=PSLFZHKYFYFYEZTQ&lid=LSTPSLFZHKYFYFYEZTQ8MVYPM&marketplace=FLIPKART&srno=s_7_262&otracker=search&fm=organic&iid=9a155e50-7c68-4a10-90a0-2210a63d4aa9.PSLFZHKYFYFYEZTQ.SEARCH&ssid=vw9aaiop340000001591352188747&qH=8b7c9cfd991f599c
","['MuscleBlaze Creatine Monohydrate, 400 gm, Unflavoured Creatine', '\xa0\xa0(400 g, Unflavoured)']","['Form: Powder', 'Vegetarian', 'Usage As per Requirement', 'Protein Type: Creatine']","?,799",?559,4.1,"32,313 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/k612pow0/protein-supplement/z/t/q/creatine-monohydrate-400-gm-unflavoured-nut1369-07-muscleblaze-original-imafzkzyg5vhgz9h.jpeg,https://rukminim1.flixcart.com/image/k612pow0/protein-supplement/z/t/q/creatine-monohydrate-400-gm-unflavoured-nut1369-07-muscleblaze-original-imafzkzyw4fjy4ee.jpeg,https://rukminim1.flixcart.com/image/k612pow0/protein-supplement/z/t/q/creatine-monohydrate-400-gm-unflavoured-nut1369-07-muscleblaze-original-imafzkzy52bad4hz.jpeg,https://rukminim1.flixcart.com/image/k612pow0/protein-supplement/z/t/q/creatine-monohydrate-400-gm-unflavoured-nut1369-07-muscleblaze-original-imafzkzyjcmchhbs.jpeg
"https://www.flipkart.com/muscleblaze-daily-multivitamin-women/p/itmfe9kgqebc9cqd?pid=VSLFE7PDUC978FJR&lid=LSTVSLFE7PDUC978FJR2Q5SEF&marketplace=FLIPKART&srno=s_17_676&otracker=search&fm=organic&iid=613ccea5-b0ff-44a8-b018-d4adc3e9b5df.VSLFE7PDUC978FJR.SEARCH&ssid=qc7ci3zgxc0000001591352457334&qH=92241909a36d3a50
","['MuscleBlaze Daily Multivitamin for Women', '\xa0\xa0(60 No)']","['Multi Vitamin Supplements', 'Capsules Form', 'Suitable For: Vegetarian', 'Pack of 1']","?,699",?489,4.3,461 Ratings ,background-image:url,https://rukminim1.flixcart.com/image/jsxjekw0/vitamin-supplement/f/j/r/60-daily-multivitamin-for-women-muscleblaze-original-imafeecy3dgy4k3u.jpeg,https://rukminim1.flixcart.com/image/jsxjekw0/vitamin-supplement/f/j/r/60-daily-multivitamin-for-women-muscleblaze-original-imafe7p2hx2e2a7u.jpeg,https://rukminim1.flixcart.com/image/jsxjekw0/vitamin-supplement/f/j/r/60-daily-multivitamin-for-women-muscleblaze-original-imafe7p3zzhwfhwd.jpeg,https://rukminim1.flixcart.com/image/jsxjekw0/vitamin-supplement/f/j/r/60-daily-multivitamin-for-women-muscleblaze-original-imafeeddq6zhbcfy.jpeg
"https://www.flipkart.com/muscleblaze-fat-burner-with-garcinia-cambogia-green-tea-grape-seed-piper-nigrum-extracts/p/itmf3mcdfqmwqcga?pid=VSLEVKGYVQKM8PZH&lid=LSTVSLEVKGYVQKM8PZHP0QORK&marketplace=FLIPKART&srno=s_4_146&otracker=search&fm=organic&iid=b62dff5c-de09-43e4-aa3c-28c7135b1357.VSLEVKGYVQKM8PZH.SEARCH&ssid=uhact04obk0000001591352456124&qH=92241909a36d3a50
","['MuscleBlaze Fat Burner (With Garcinia Cambogia, Green Tea, Grape Seed & Piper Nigrum Extracts)', '\xa0\xa0(90 No)']","['Fat Loss Supplements', 'Capsules Form', 'Suitable For: Vegetarian', 'Pack of 1']","?,599",?398,3.8,"5,532 Ratings ",background-image:url,https://rukminim1.flixcart.com/image/jk01bww0/vitamin-supplement/p/z/h/90-nut5220-01-muscleblaze-original-imaf7g7kyqzfn4ny.jpeg,https://rukminim1.flixcart.com/image/jk01bww0/vitamin-supplement/p/z/h/90-nut5220-01-muscleblaze-original-imaf7g7kyqzfn4ny.jpeg,https://rukminim1.flixcart.com/image/jsrtn680/vitamin-supplement/u/y/e/2-fat-burner-with-garcinia-cambogia-green-tea-grape-seed-piper-original-imaf7g7kvhyguqzs.jpeg,https://rukminim1.flixcart.com/image/jsrtn680/vitamin-supplement/u/y/e/2-fat-burner-with-garcinia-cambogia-green-tea-grape-seed-piper-original-imaf7g7kmxfzmhzj.jpeg
"https://www.flipkart.com/muscleblaze-fish-oil-gold-460-mg-epa-380-dha/p/itmfe5ggc2uquzcz?pid=VSLFE5BDPHBBPPZK&lid=LSTVSLFE5BDPHBBPPZK5PIAVC&marketplace=FLIPKART&srno=s_8_313&otracker=search&fm=organic&iid=a51a2cfa-6cde-479f-8ed7-53367a4e76ac.VSLFE5BDPHBBPPZK.SEARCH&ssid=31efmsdo0w0000001591352456211&qH=92241909a36d3a50
","['MuscleBlaze Fish Oil Gold 460 mg EPA and 380 mg DHA', '\xa0\xa0(90 No)']","['Omega Fatty Acids/Fish Oil Supplements', 'Capsules Form', 'Suitable For: Non-vegetarian', 'Pack of 1']","?,1,799","?1,259",4.4,403 Ratings ,background-image:url,https://rukminim1.flixcart.com/image/jsm3vrk0/vitamin-supplement/p/z/k/90-fish-oil-gold-460-mg-epa-and-380-mg-dha-muscleblaze-original-imafe5ax98fgfgkp.jpeg,https://rukminim1.flixcart.com/image/jsm3vrk0/vitamin-supplement/p/z/k/90-fish-oil-gold-460-mg-epa-and-380-mg-dha-muscleblaze-original-imafe5axxqztqa63.jpeg,https://rukminim1.flixcart.com/image/jsm3vrk0/vitamin-supplement/p/z/k/90-fish-oil-gold-460-mg-epa-and-380-mg-dha-muscleblaze-original-imafe5axzbtmrfmz.jpeg,https://rukminim1.flixcart.com/image/jsm3vrk0/vitamin-supplement/p/z/k/90-fish-oil-gold-460-mg-epa-and-380-mg-dha-muscleblaze-original-imafe5axqvjtyzgr.jpeg
